  130.00M!dsun!n L=  6.306L!dsun!n T!deff!n= 55266.0
 201          x   
  1.6058E-02  1.8497E-02  2.0975E-02  2.3492E-02  2.6050E-02  2.8649E-02
  3.1290E-02  3.3974E-02  3.6702E-02  3.9475E-02  4.2294E-02  4.5161E-02
  4.8075E-02  5.1039E-02  5.4054E-02  5.7121E-02  6.0240E-02  6.3415E-02
  6.6645E-02  6.9932E-02  7.3277E-02  7.6683E-02  8.0151E-02  8.3682E-02
  8.7278E-02  9.0941E-02  9.4673E-02  9.8475E-02  1.0235E-01  1.0630E-01
  1.1032E-01  1.1443E-01  1.1862E-01  1.2288E-01  1.2724E-01  1.3169E-01
  1.3622E-01  1.4085E-01  1.4558E-01  1.5041E-01  1.5534E-01  1.6038E-01
  1.6553E-01  1.7080E-01  1.7618E-01  1.8169E-01  1.8732E-01  1.9309E-01
  1.9899E-01  2.0504E-01  2.1123E-01  2.1758E-01  2.2409E-01  2.3076E-01
  2.3761E-01  2.4464E-01  2.5185E-01  2.5927E-01  2.6688E-01  2.7472E-01
  2.8277E-01  2.9107E-01  2.9961E-01  3.0841E-01  3.1749E-01  3.2685E-01
  3.3652E-01  3.4651E-01  3.5684E-01  3.6753E-01  3.7860E-01  3.9008E-01
  4.0199E-01  4.1436E-01  4.2722E-01  4.4061E-01  4.5457E-01  4.6914E-01
  4.8438E-01  5.0033E-01  5.1706E-01  5.3463E-01  5.5314E-01  5.7267E-01
  5.9334E-01  6.1526E-01  6.3858E-01  6.6349E-01  6.9019E-01  7.1893E-01
  7.5004E-01  7.8389E-01  8.2100E-01  8.6201E-01  9.0778E-01  9.5950E-01
  1.0184E+00  1.0854E+00  1.1610E+00  1.2451E+00  1.3372E+00  1.4360E+00
  1.5402E+00  1.6479E+00  1.7575E+00  1.8676E+00  1.9776E+00  2.0877E+00
  2.1978E+00  2.3079E+00  2.4180E+00  2.5280E+00  2.6381E+00  2.7482E+00
  2.8583E+00  2.9684E+00  3.0784E+00  3.1885E+00  3.2986E+00  3.4087E+00
  3.5188E+00  3.6289E+00  3.7389E+00  3.8490E+00  3.9591E+00  4.0692E+00
  4.1793E+00  4.2893E+00  4.3994E+00  4.5095E+00  4.6196E+00  4.7297E+00
  4.8397E+00  4.9498E+00  5.0599E+00  5.1700E+00  5.2801E+00  5.3902E+00
  5.5002E+00  5.6103E+00  5.7204E+00  5.8305E+00  5.9406E+00  6.0506E+00
  6.1607E+00  6.2708E+00  6.3809E+00  6.4910E+00  6.6010E+00  6.7111E+00
  6.8212E+00  6.9313E+00  7.0414E+00  7.1515E+00  7.2615E+00  7.3716E+00
  7.4817E+00  7.5918E+00  7.7019E+00  7.8120E+00  7.9221E+00  8.0322E+00
  8.1423E+00  8.2524E+00  8.3625E+00  8.4727E+00  8.5828E+00  8.6930E+00
  8.8032E+00  8.9134E+00  9.0237E+00  9.1340E+00  9.2444E+00  9.3549E+00
  9.4655E+00  9.5763E+00  9.6872E+00  9.7984E+00  9.9100E+00  1.0022E+01
  1.0134E+01  1.0248E+01  1.0362E+01  1.0477E+01  1.0594E+01  1.0714E+01
  1.0836E+01  1.0962E+01  1.1094E+01  1.1234E+01  1.1386E+01  1.1556E+01
  1.1759E+01  1.2029E+01  1.2506E+01
 200          g1  
  1.4203E+00  1.4204E+00  1.4205E+00  1.4206E+00  1.4207E+00  1.4208E+00
  1.4209E+00  1.4210E+00  1.4211E+00  1.4212E+00  1.4213E+00  1.4214E+00
  1.4214E+00  1.4215E+00  1.4216E+00  1.4217E+00  1.4218E+00  1.4219E+00
  1.4219E+00  1.4220E+00  1.4221E+00  1.4222E+00  1.4223E+00  1.4224E+00
  1.4224E+00  1.4225E+00  1.4226E+00  1.4227E+00  1.4228E+00  1.4229E+00
  1.4230E+00  1.4231E+00  1.4232E+00  1.4233E+00  1.4233E+00  1.4234E+00
  1.4235E+00  1.4236E+00  1.4237E+00  1.4238E+00  1.4239E+00  1.4240E+00
  1.4241E+00  1.4242E+00  1.4244E+00  1.4245E+00  1.4246E+00  1.4247E+00
  1.4248E+00  1.4249E+00  1.4250E+00  1.4252E+00  1.4253E+00  1.4254E+00
  1.4255E+00  1.4257E+00  1.4258E+00  1.4259E+00  1.4261E+00  1.4262E+00
  1.4264E+00  1.4265E+00  1.4267E+00  1.4268E+00  1.4270E+00  1.4271E+00
  1.4273E+00  1.4275E+00  1.4276E+00  1.4278E+00  1.4280E+00  1.4282E+00
  1.4284E+00  1.4286E+00  1.4288E+00  1.4290E+00  1.4293E+00  1.4295E+00
  1.4297E+00  1.4300E+00  1.4302E+00  1.4305E+00  1.4308E+00  1.4311E+00
  1.4314E+00  1.4317E+00  1.4320E+00  1.4324E+00  1.4327E+00  1.4331E+00
  1.4335E+00  1.4339E+00  1.4344E+00  1.4349E+00  1.4354E+00  1.4360E+00
  1.4366E+00  1.4373E+00  1.4380E+00  1.4389E+00  1.4398E+00  1.4409E+00
  1.4421E+00  1.4428E+00  1.4435E+00  1.4440E+00  1.4444E+00  1.4447E+00
  1.4448E+00  1.4449E+00  1.4448E+00  1.4447E+00  1.4445E+00  1.4443E+00
  1.4440E+00  1.4437E+00  1.4433E+00  1.4430E+00  1.4425E+00  1.4421E+00
  1.4416E+00  1.4411E+00  1.4406E+00  1.4401E+00  1.4395E+00  1.4389E+00
  1.4383E+00  1.4377E+00  1.4370E+00  1.4363E+00  1.4356E+00  1.4348E+00
  1.4341E+00  1.4333E+00  1.4325E+00  1.4316E+00  1.4308E+00  1.4299E+00
  1.4290E+00  1.4280E+00  1.4271E+00  1.4261E+00  1.4251E+00  1.4241E+00
  1.4231E+00  1.4220E+00  1.4209E+00  1.4198E+00  1.4187E+00  1.4175E+00
  1.4163E+00  1.4151E+00  1.4138E+00  1.4124E+00  1.4110E+00  1.4096E+00
  1.4080E+00  1.4064E+00  1.4047E+00  1.4030E+00  1.4012E+00  1.3995E+00
  1.3978E+00  1.3962E+00  1.3949E+00  1.3939E+00  1.3931E+00  1.3927E+00
  1.3926E+00  1.3927E+00  1.3929E+00  1.3932E+00  1.3933E+00  1.3934E+00
  1.3931E+00  1.3927E+00  1.3920E+00  1.3909E+00  1.3897E+00  1.3882E+00
  1.3866E+00  1.3848E+00  1.3830E+00  1.3812E+00  1.3793E+00  1.3773E+00
  1.3751E+00  1.3727E+00  1.3699E+00  1.3668E+00  1.3635E+00  1.3601E+00
  1.3568E+00  1.3537E+00  1.3509E+00  1.3484E+00  1.3462E+00  1.3444E+00
  1.3429E+00  1.3417E+00
